"p16a","p16b","p18a","ly18b","ly13a","ly13b","ly16a","ly16b","ly18a","p18b","ly20","ly7"
"ENSMUSG00000022262.7",1,2,5,6,4,4,15,21,6,0,4,7
"ENSMUSG00000022263.9",1094,1040,900,378,952,1027,1064,902,491,666,701,739
"ENSMUSG00000022265.6",800,715,692,529,546,575,1044,739,936,567,799,777
"ENSMUSG00000022269.13",19,9,2,32,65,9,87,41,42,1,64,40
"ENSMUSG00000022270.15",109,119,91,82,93,136,147,133,151,73,136,63
"ENSMUSG00000022272.17",654,598,611,360,649,607,618,487,487,440,503,566
"ENSMUSG00000022280.8",689,800,533,402,471,682,799,921,611,472,874,1046
"ENSMUSG00000022283.14",29105,17000,16592,5851,9440,7906,14735,9338,8024,13486,11662,10841
"ENSMUSG00000022285.16",21533,36550,27975,25879,24001,38507,37063,52446,47801,24298,39709,59102
"ENSMUSG00000022286.15",189,253,225,312,248,304,470,367,377,195,456,513
"ENSMUSG00000022288.1",1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000022292.15",189,259,194,261,295,267,447,418,366,167,332,483
"ENSMUSG00000022295.7",863,1816,1633,1477,1632,1886,1330,2149,2038,1125,1523,2427
"ENSMUSG00000022296.8",3,6,5,0,2,8,0,2,1,11,4,0
"ENSMUSG00000022297.14",247,252,225,129,165,128,200,135,169,184,150,130
"ENSMUSG00000022299.8",213,182,143,54,38,106,151,147,64,112,86,78
"ENSMUSG00000022300.9",962,1845,2003,1431,1994,1739,1426,1903,2184,1152,1494,1927
"ENSMUSG00000022303.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022304.12",1,0,2,0,1,0,4,0,1,1,10,11
"ENSMUSG00000022305.12",287,423,252,141,154,185,347,288,211,247,170,313
"ENSMUSG00000022306.8",290,429,354,134,166,194,358,289,197,238,285,236
"ENSMUSG00000022307.15",1172,1794,1446,1333,1438,1648,1718,2023,1838,1181,1694,2392
"ENSMUSG00000022309.8",285,435,345,199,188,310,327,328,305,240,225,250
"ENSMUSG00000022311.15",28,52,39,8,20,40,43,23,12,35,30,11
"ENSMUSG00000022312.10",13708,26850,21094,10103,14273,12103,11985,16255,16625,18122,12301,19134
"ENSMUSG00000022313.10",594,878,867,615,865,484,670,689,798,551,759,823
"ENSMUSG00000022314.9",3346,4634,3548,1911,3076,3653,3114,3288,2929,2525,2779,3750
"ENSMUSG00000022315.3",0,1,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000022321.15",23,51,53,25,20,34,55,38,54,36,20,22
"ENSMUSG00000022322.8",640,1260,1138,353,459,609,301,484,577,665,287,458
"ENSMUSG00000022323.11",920,1627,1685,1730,2763,1869,1288,1931,2635,1237,1596,2113
"ENSMUSG00000022324.14",154,235,228,74,156,217,119,97,119,138,115,177
"ENSMUSG00000022325.14",351,467,434,213,269,233,269,243,259,237,300,343
"ENSMUSG00000022329.14",646,1378,1127,534,477,825,600,780,886,878,545,883
"ENSMUSG00000022330.4",133,312,247,23,28,44,40,60,65,263,18,48
"ENSMUSG00000022332.7",585,528,416,1319,1172,1086,2268,1735,1479,466,2194,2308
"ENSMUSG00000022335.16",116,236,195,102,105,104,128,127,157,129,158,182
"ENSMUSG00000022336.2",12934,19541,17968,8677,12236,9942,11884,13661,13134,12906,9621,12404
"ENSMUSG00000022337.6",1543,2693,2691,2140,3193,2639,2221,2715,2766,1877,1904,2479
"ENSMUSG00000022338.6",3398,5652,5542,4750,6673,4243,4800,5684,5833,4372,4290,5993
"ENSMUSG00000022339.8",360,689,569,514,536,568,585,733,779,500,551,1035
"ENSMUSG00000022340.14",19,74,54,154,164,150,163,122,143,23,218,314
"ENSMUSG00000022342.5",2,2,6,0,0,0,0,8,0,1,2,0
"ENSMUSG00000022346.14",643,1161,1004,377,415,553,411,567,586,808,452,790
"ENSMUSG00000022347.7",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022350.6",752,1103,853,503,697,671,750,701,783,636,776,806
"ENSMUSG00000022351.14",670,1146,853,412,543,911,699,908,886,609,633,804
"ENSMUSG00000022353.9",737,634,562,972,1253,1027,2270,1311,1369,501,1601,1563
"ENSMUSG00000022354.3",5333,9595,10197,7716,11475,6189,6574,8282,10257,7611,7394,10699
"ENSMUSG00000022357.2",0,0,1,0,0,0,0,2,0,0,0,0
"ENSMUSG00000022358.6",682,659,722,1667,1762,1688,2391,2035,2695,425,2725,3260
"ENSMUSG00000022359.9",360,409,365,431,427,361,488,589,685,292,563,509
"ENSMUSG00000022360.7",942,1077,836,377,807,1025,1186,1121,646,640,500,927
"ENSMUSG00000022361.14",736,1217,922,1125,1030,1172,1764,1483,1605,723,1638,1995
"ENSMUSG00000022362.13",2,4,4,0,2,0,1,1,0,4,0,0
"ENSMUSG00000022364.14",237,417,315,140,201,256,196,175,186,223,215,260
"ENSMUSG00000022365.5",804,1182,735,281,443,459,658,630,546,734,502,653
"ENSMUSG00000022366.12",0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000022367.7",98,124,109,14,21,38,50,47,14,76,5,4
"ENSMUSG00000022369.13",285,542,413,113,191,250,143,283,187,261,149,283
"ENSMUSG00000022370.13",2283,3459,3289,3221,4665,2542,3138,3564,3878,2738,3070,3954
"ENSMUSG00000022371.15",263,357,313,34,195,231,92,69,31,218,41,63
"ENSMUSG00000022372.14",22,45,23,3,0,6,11,0,3,21,0,28
"ENSMUSG00000022375.6",7,6,15,30,19,31,35,36,50,10,20,24
"ENSMUSG00000022376.7",6,24,24,2,11,11,7,14,12,20,1,5
"ENSMUSG00000022377.16",1873,2067,1846,2311,2712,2755,3778,3056,3145,1259,3574,4899
"ENSMUSG00000022378.13",604,1013,874,623,949,767,999,1099,961,717,790,1158
"ENSMUSG00000022382.14",344,145,119,444,318,369,837,630,687,150,782,842
"ENSMUSG00000022383.13",31,35,25,14,12,2,5,7,20,14,26,16
"ENSMUSG00000022385.10",247,576,481,108,134,153,142,170,259,325,161,248
"ENSMUSG00000022386.12",565,789,716,296,430,338,347,471,490,538,425,613
"ENSMUSG00000022387.16",1092,1230,925,791,781,1237,1622,1782,1299,828,1665,1875
"ENSMUSG00000022388.14",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022389.14",808,916,786,338,351,424,720,416,466,581,752,743
"ENSMUSG00000022390.10",1839,1397,1211,1071,1161,964,1865,1154,1330,961,2081,1979
"ENSMUSG00000022391.15",2450,2983,2547,1619,2517,1829,2255,1947,2464,1820,2504,2883
"ENSMUSG00000022394.14",463,859,708,458,476,656,544,666,689,466,861,1068
"ENSMUSG00000022400.8",15035,22117,24199,23398,29689,18918,21910,26444,30298,17940,25155,30745
"ENSMUSG00000022401.11",278,649,509,112,144,284,206,205,135,313,191,302
"ENSMUSG00000022403.14",12359,22124,17081,9717,6973,16496,10820,22470,18741,18007,14045,22172
"ENSMUSG00000022404.7",1701,4502,3638,3085,4227,4177,2609,4819,4467,2230,3177,5819
"ENSMUSG00000022407.9",1101,3657,3696,1288,2062,2025,905,1709,2333,2086,1455,2352
"ENSMUSG00000022408.6",6,7,10,13,21,19,40,25,41,6,16,46
"ENSMUSG00000022412.12",881,2205,1411,1000,759,1496,1137,2665,2056,1109,1575,3124
"ENSMUSG00000022414.7",1614,2322,1958,733,874,1051,1005,827,1233,1278,1428,1601
"ENSMUSG00000022415.12",59,92,96,99,107,92,101,169,169,93,155,161
"ENSMUSG00000022416.15",1,0,0,0,0,2,2,0,0,0,0,0
"ENSMUSG00000022419.15",231,220,181,18,44,75,85,49,24,208,88,66
"ENSMUSG00000022420.15",972,1288,1060,1029,1139,1033,1198,1397,2085,986,1686,2211
"ENSMUSG00000022421.18",181,112,91,27,50,45,76,38,52,93,56,68
"ENSMUSG00000022422.13",167,339,301,132,134,173,97,242,297,245,132,197
"ENSMUSG00000022425.15",524,892,790,56,228,336,98,224,125,447,85,151
"ENSMUSG00000022426.5",1371,1113,1093,544,692,649,1243,848,793,680,1310,1015
"ENSMUSG00000022427.3",2677,4259,4063,5201,6729,4739,5761,6939,7217,3017,5269,8132
"ENSMUSG00000022428.7",1526,2411,1866,1966,2120,1615,1937,2254,2885,1696,2537,3319
"ENSMUSG00000022429.10",64,91,109,9,24,34,20,20,7,56,17,31
"ENSMUSG00000022431.2",10,17,18,3,15,23,8,10,15,19,13,27
"ENSMUSG00000022432.6",37,30,26,7,19,26,16,24,7,16,1,25
"ENSMUSG00000022433.18",2022,1533,1283,2552,2753,1885,4549,2723,3304,1192,4626,4496
"ENSMUSG00000022434.7",483,806,638,209,215,304,415,384,348,510,389,535
"ENSMUSG00000022435.5",0,2,13,2,3,16,3,0,0,0,0,0
"ENSMUSG00000022436.15",854,611,478,935,857,616,1722,767,1007,535,1696,1491
"ENSMUSG00000022437.6",1199,1389,1082,766,1003,1035,1110,1212,1370,1156,1168,1578
"ENSMUSG00000022438.6",601,354,330,953,1252,891,2067,1201,1086,248,1860,1723
"ENSMUSG00000022439.9",7,24,25,0,0,8,0,3,7,17,3,1
"ENSMUSG00000022440.8",1047,1525,1402,141,211,311,249,215,237,1057,189,256
"ENSMUSG00000022441.17",12,15,18,8,4,1,0,0,0,13,6,2
"ENSMUSG00000022442.15",674,1302,1091,1412,1627,1845,1615,2320,2890,925,2550,3599
"ENSMUSG00000022443.16",1872,1804,1443,323,745,1591,700,621,641,1269,767,737
"ENSMUSG00000022445.6",4,5,2,1,2,0,0,0,0,0,1,0
"ENSMUSG00000022449.14",112,99,92,18,29,69,34,58,27,72,27,88
"ENSMUSG00000022450.5",8243,10681,11063,9825,12726,7059,10313,10021,12283,8694,11401,14080
"ENSMUSG00000022451.12",6097,11095,7769,7935,5383,17015,10590,22201,21634,7618,16325,27079
"ENSMUSG00000022452.14",3254,3298,2850,4619,4353,3530,5409,5146,6550,3079,5864,6881
"ENSMUSG00000022453.7",494,999,1060,310,410,417,244,428,553,640,417,714
"ENSMUSG00000022454.16",286,272,303,305,445,401,928,551,567,172,869,605
"ENSMUSG00000022455.3",4,4,5,1,0,0,1,0,0,1,1,7
"ENSMUSG00000022456.15",1554,1681,1320,3585,3610,3301,5988,4691,4153,903,6714,7236
"ENSMUSG00000022462.6",1573,2203,1532,543,700,1194,1281,1373,859,1202,787,1348
"ENSMUSG00000022463.7",567,456,407,287,480,425,672,583,607,356,585,610
"ENSMUSG00000022464.13",476,999,640,41,120,258,68,146,70,488,44,126
"ENSMUSG00000022466.5",886,1386,1315,1305,1486,1260,1211,1541,1714,947,1283,1813
"ENSMUSG00000022468.11",16,38,33,4,5,2,8,5,1,24,1,0
"ENSMUSG00000022469.16",213,245,227,33,108,108,50,77,54,202,24,86
"ENSMUSG00000022471.13",1036,1793,1623,569,907,760,682,834,971,953,766,868
"ENSMUSG00000022472.16",980,773,724,513,555,459,838,583,603,611,875,744
"ENSMUSG00000022474.14",911,1181,1144,805,1122,709,1038,1002,1157,811,1534,1397
"ENSMUSG00000022475.18",972,721,817,369,425,423,635,538,498,627,660,677
"ENSMUSG00000022476.7",465,531,417,411,502,378,577,372,612,415,622,697
"ENSMUSG00000022477.12",1359,2885,2425,889,1334,1446,1142,1275,1310,1648,1512,1928
"ENSMUSG00000022479.15",122,182,125,5,33,15,12,19,24,114,10,34
"ENSMUSG00000022483.16",71730,74157,62603,5898,114548,109936,14422,11873,8825,31667,17584,17966
"ENSMUSG00000022484.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022485.3",0,1,1,2,0,0,0,5,0,1,0,0
"ENSMUSG00000022487.14",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022488.8",49,47,36,0,24,13,21,15,5,31,11,9
"ENSMUSG00000022489.5",87,102,70,101,89,97,105,155,129,64,135,198
"ENSMUSG00000022490.6",444,456,340,531,479,393,657,834,870,416,886,1062
"ENSMUSG00000022491.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022494.13",7,20,10,2,0,3,0,0,7,11,0,10
"ENSMUSG00000022496.5",0,3,0,0,0,2,0,0,3,6,0,0
"ENSMUSG00000022498.16",386,325,258,104,163,144,322,227,169,248,242,228
"ENSMUSG00000022500.14",4061,8020,8050,6596,8185,8186,7228,9738,13893,5485,9113,14989
"ENSMUSG00000022501.5",0,1,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000022503.10",285,361,184,228,230,162,379,234,312,228,417,421
"ENSMUSG00000022504.9",2,5,7,0,0,0,0,3,0,3,0,0
"ENSMUSG00000022505.8",167,250,242,14,21,38,43,11,22,150,34,29
"ENSMUSG00000022507.5",1093,1370,1139,703,545,898,1188,1424,964,992,988,1351
"ENSMUSG00000022508.5",13,47,34,6,15,21,3,23,9,32,8,24
"ENSMUSG00000022510.14",12,19,35,8,15,9,6,4,12,22,7,9
"ENSMUSG00000022512.2",17,56,30,6,2,16,11,0,2,18,3,0
"ENSMUSG00000022514.14",51,80,78,6,16,25,7,18,11,46,10,8
"ENSMUSG00000022515.5",900,1279,906,451,502,636,593,655,768,781,781,903
"ENSMUSG00000022516.9",1984,3016,3458,1456,2085,1616,1674,1638,2183,2201,2047,2517
"ENSMUSG00000022517.16",1819,3355,2742,1471,1513,2085,2058,2070,2527,1893,2791,3504
"ENSMUSG00000022518.15",2,3,3,0,1,2,0,3,0,0,0,4
"ENSMUSG00000022519.13",216,344,219,186,226,275,424,457,455,204,533,668
"ENSMUSG00000022521.10",6210,8986,7695,2395,3022,4066,3929,4580,4054,5673,4071,4796
"ENSMUSG00000022523.9",83,91,70,201,269,192,220,214,254,42,307,327
"ENSMUSG00000022525.13",35,81,63,79,71,87,68,101,139,70,79,143
"ENSMUSG00000022526.7",474,557,433,350,339,308,607,536,469,330,762,650
"ENSMUSG00000022528.7",814,579,658,480,852,403,617,636,621,581,536,704
"ENSMUSG00000022529.11",432,890,611,265,315,334,362,380,379,469,344,502
"ENSMUSG00000022533.13",384,343,268,119,158,171,278,226,161,216,181,150
"ENSMUSG00000022534.13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022536.13",2186,4610,3756,2288,3247,3125,3372,3424,3273,2410,3653,4589
"ENSMUSG00000022537.17",436,603,382,450,236,412,543,694,713,402,694,905
"ENSMUSG00000022538.19",812,1531,1495,807,1056,938,785,1011,1247,830,1038,1126
"ENSMUSG00000022540.16",830,1666,1693,2117,2493,1975,1369,2218,3179,1206,2750,4114
"ENSMUSG00000022542.6",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022543.8",44,68,73,57,61,45,79,58,115,36,104,137
"ENSMUSG00000022544.13",647,1566,1610,629,993,909,470,908,1158,1020,715,1258
"ENSMUSG00000022545.13",289,465,333,166,209,261,250,237,248,274,271,341
"ENSMUSG00000022546.4",133,129,92,35,60,43,95,59,98,49,87,95
"ENSMUSG00000022548.14",1356,2163,1840,262,539,351,373,322,263,1099,300,294
"ENSMUSG00000022550.17",242,602,569,121,213,232,188,202,176,331,228,232
"ENSMUSG00000022551.7",2049,2807,1132,1197,1724,999,1949,1658,2086,1814,3411,3572
"ENSMUSG00000022552.15",706,753,527,378,331,399,767,619,710,517,801,956
"ENSMUSG00000022553.15",1211,1561,717,1092,1184,767,1883,3521,4143,1252,2944,4562
"ENSMUSG00000022554.6",209,200,140,164,239,176,234,214,211,147,268,240
"ENSMUSG00000022555.11",185,241,150,84,101,55,135,147,114,140,168,57
"ENSMUSG00000022556.9",929,1329,797,427,425,603,874,793,1043,813,1146,1436
"ENSMUSG00000022557.10",644,1153,881,756,775,1004,843,1027,1221,775,1033,1660
"ENSMUSG00000022558.15",296,435,422,239,304,348,374,372,360,232,445,520
"ENSMUSG00000022559.7",386,283,225,195,165,121,343,164,201,183,316,292
"ENSMUSG00000022560.8",206,377,307,121,120,191,191,163,138,222,148,257
"ENSMUSG00000022561.12",759,1040,865,246,309,443,488,478,484,636,470,622
"ENSMUSG00000022562.14",101,152,79,36,43,86,50,55,44,88,56,83
"ENSMUSG00000022564.6",842,1125,653,582,728,797,1045,1146,1206,626,1456,1910
"ENSMUSG00000022565.15",476,603,669,151,466,551,365,220,264,464,332,362
"ENSMUSG00000022568.16",210,104,82,99,108,133,191,194,128,98,150,249
"ENSMUSG00000022570.5",1462,3363,3602,1962,2790,2314,1497,2661,3193,2369,2163,3427
"ENSMUSG00000022571.8",2100,4488,4103,2380,3201,2603,1934,2972,3642,2659,3511,4158
"ENSMUSG00000022574.6",204,340,296,151,120,149,89,167,194,218,168,231
"ENSMUSG00000022575.4",75,101,110,24,33,49,62,43,35,84,65,72
"ENSMUSG00000022577.16",32,42,17,70,87,82,179,206,177,23,189,232
"ENSMUSG00000022579.10",38,70,52,3,11,3,3,6,9,60,7,13
"ENSMUSG00000022580.12",127,209,119,181,172,248,257,219,343,122,283,441
"ENSMUSG00000022582.4",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022583.12",1,0,0,0,0,0,0,0,0,0,0,5
"ENSMUSG00000022584.14",9,18,20,6,0,2,3,0,1,18,0,8
"ENSMUSG00000022586.11",1,0,0,0,1,0,0,8,0,0,0,0
"ENSMUSG00000022587.14",627,843,763,492,784,560,639,664,662,455,608,875
"ENSMUSG00000022589.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022591.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022594.14",77,91,47,2,5,13,14,56,6,48,16,39
"ENSMUSG00000022595.7",54,68,80,25,27,17,8,32,26,52,15,29
"ENSMUSG00000022596.3",2,0,6,5,0,0,0,0,0,1,0,0
"ENSMUSG00000022598.6",0,3,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000022601.11",513,699,495,149,259,353,359,354,253,433,307,352
"ENSMUSG00000022602.14",11,9,10,17,9,4,26,3,6,11,15,17
"ENSMUSG00000022603.9",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000022604.18",478,468,375,302,476,392,607,474,398,263,603,600
"ENSMUSG00000022607.14",1121,1587,1264,754,909,1139,1472,1338,1091,932,1237,1619
"ENSMUSG00000022610.9",166,98,132,180,164,135,383,206,192,79,343,247
"ENSMUSG00000022613.8",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000022614.7",422,714,651,122,202,364,146,182,172,362,135,272
"ENSMUSG00000022615.7",20,36,21,17,13,17,25,33,43,28,24,51
"ENSMUSG00000022617.14",202,260,194,251,228,231,334,278,301,152,293,527
"ENSMUSG00000022619.5",133,143,121,348,350,320,544,455,395,104,553,541
"ENSMUSG00000022620.14",247,255,225,62,106,191,90,70,76,124,92,125
"ENSMUSG00000022621.16",963,1862,2023,1385,1583,1511,1132,1597,2253,1208,1327,2504
"ENSMUSG00000022622.4",2,8,2,0,2,9,1,2,0,4,1,9
"ENSMUSG00000022623.15",70,38,45,25,27,19,45,28,29,28,35,35
"ENSMUSG00000022629.16",791,643,612,1071,1466,1079,2713,1296,1209,464,1922,1899
"ENSMUSG00000022634.9",1233,1326,948,829,998,809,1262,1288,1269,981,1286,1567
"ENSMUSG00000022635.9",2818,3204,973,898,933,1075,2060,4156,4603,2959,3745,4125
"ENSMUSG00000022636.13",2149,2417,2004,2285,3039,3302,5449,4242,2675,1451,3465,3634
"ENSMUSG00000022637.10",422,398,364,201,260,396,640,417,334,277,490,444
"ENSMUSG00000022639.14",521,649,508,279,300,289,464,534,431,367,501,495
"ENSMUSG00000022641.15",2663,3107,2746,918,1437,1359,1851,1350,1652,1710,1835,1681
"ENSMUSG00000022650.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022651.5",9,13,9,0,1,0,3,0,0,6,0,0
"ENSMUSG00000022652.6",4,5,3,3,0,0,5,2,1,2,4,5
"ENSMUSG00000022656.15",672,551,645,420,738,558,1226,668,562,406,826,649
"ENSMUSG00000022657.9",0,4,2,1,1,1,0,3,3,1,2,0
"ENSMUSG00000022658.10",2446,3504,3195,23668,26349,15034,23287,25750,25678,2586,32571,31892
"ENSMUSG00000022659.13",11,2,6,1,2,0,7,7,0,1,0,0
"ENSMUSG00000022661.14",1005,2173,1804,846,804,936,878,1304,1176,1347,1036,1679
"ENSMUSG00000022663.3",662,839,775,844,1120,675,1006,990,981,701,877,1280
"ENSMUSG00000022664.11",176,334,222,133,87,231,149,384,207,198,150,274
"ENSMUSG00000022665.14",825,1467,1125,644,588,1122,522,853,942,1181,822,1280
"ENSMUSG00000022667.17",3,6,5,0,5,0,9,0,0,11,1,0
"ENSMUSG00000022668.10",311,555,485,410,440,555,331,556,638,413,480,809
"ENSMUSG00000022671.12",681,929,839,754,1027,561,877,731,973,641,1067,1086
"ENSMUSG00000022672.8",224,269,258,77,174,243,126,111,101,126,123,79
"ENSMUSG00000022673.4",1499,3528,2861,634,1167,1821,858,1346,1324,1731,881,1328
"ENSMUSG00000022674.14",2869,6876,6421,7740,10307,8123,5451,10972,9534,4937,6350,10037
"ENSMUSG00000022676.6",1887,3536,3020,139,271,435,260,348,226,2033,180,261
"ENSMUSG00000022677.14",1247,4710,4575,3967,5461,4543,2155,5194,5529,3333,2386,6100
"ENSMUSG00000022678.16",2044,5349,4455,2025,2421,2946,1845,3647,4976,3038,2537,4307
"ENSMUSG00000022679.13",194,252,196,87,146,159,140,183,225,164,133,247
"ENSMUSG00000022680.13",1541,2908,2140,640,823,1081,1019,1206,1119,1321,1122,1474
"ENSMUSG00000022681.14",1810,3669,3461,2264,3007,2275,2111,3092,2986,2668,2068,3633
"ENSMUSG00000022682.7",2695,4741,2699,2065,1550,5339,3233,6939,5354,3277,5145,6301
"ENSMUSG00000022683.13",0,0,5,0,0,0,0,0,1,2,0,0
"ENSMUSG00000022684.14",1298,1983,1645,570,730,698,886,730,907,1194,856,930
"ENSMUSG00000022685.8",796,1462,1234,499,620,856,611,687,880,778,715,994
"ENSMUSG00000022686.14",266,474,353,193,174,354,386,290,345,274,233,404
"ENSMUSG00000022687.11",600,748,529,182,303,391,371,340,393,510,324,431
"ENSMUSG00000022696.17",11,12,8,8,1,7,0,4,1,1,6,0
"ENSMUSG00000022698.17",2659,2913,2076,1107,1284,1223,2154,1849,1759,1853,1688,1714
"ENSMUSG00000022701.17",460,528,509,283,534,390,511,402,429,360,466,463
"ENSMUSG00000022702.15",634,298,366,368,511,311,1025,474,343,215,703,570
"ENSMUSG00000022704.15",261,951,737,333,313,435,302,501,465,495,301,631
"ENSMUSG00000022705.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022706.15",1281,2036,2043,1818,3139,1932,2120,2659,2866,1581,2081,2846
"ENSMUSG00000022707.16",223,346,271,158,227,320,203,349,251,238,198,362
"ENSMUSG00000022708.16",3776,3608,2602,1206,1677,2237,3273,2215,2173,1868,3042,2931
"ENSMUSG00000022710.17",2291,1876,1562,909,1151,1377,2309,1449,1354,1252,1932,1860
"ENSMUSG00000022711.15",1107,2149,2185,1161,1385,1257,1093,1400,1970,1250,1692,2105
"ENSMUSG00000022715.2",0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000022718.11",523,774,558,304,341,467,402,449,480,380,386,659
"ENSMUSG00000022721.18",788,1223,930,505,685,673,712,788,1017,643,954,1095
"ENSMUSG00000022722.18",753,1468,1335,1469,2080,1796,1403,1965,2204,919,1521,2343
"ENSMUSG00000022723.15",203,303,240,27,73,95,71,135,94,197,82,97
"ENSMUSG00000022724.15",198,542,425,300,288,399,227,519,612,365,312,514
"ENSMUSG00000022738.6",0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000022742.5",643,575,413,263,319,230,567,239,267,312,489,403
"ENSMUSG00000022744.12",2038,4604,3887,1636,1720,2151,1678,2820,2804,2632,2135,2565
"ENSMUSG00000022747.16",160,351,274,83,114,120,92,83,138,273,56,128
"ENSMUSG00000022748.7",593,809,772,639,963,539,764,816,1062,612,765,866
"ENSMUSG00000022749.6",487,984,797,387,278,684,413,563,615,541,441,711
"ENSMUSG00000022750.17",1950,3873,3031,759,981,1422,1027,971,1098,1794,1192,1442
"ENSMUSG00000022751.8",1082,2377,2287,1190,1853,1340,932,1553,1709,1442,1233,1672
"ENSMUSG00000022752.8",1481,1582,1442,1356,1595,1607,2473,1901,1777,1064,2152,2538
"ENSMUSG00000022753.15",3,1,4,0,0,0,0,5,1,2,0,0
"ENSMUSG00000022754.5",507,1271,1182,69,288,363,77,185,126,710,89,159
"ENSMUSG00000022755.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022756.15",30,102,147,34,80,49,34,40,52,55,62,90
"ENSMUSG00000022757.18",1755,4459,3451,2041,2500,3206,1938,3995,4265,2896,2418,4237
"ENSMUSG00000022758.12",6,10,2,7,6,5,1,12,4,10,10,8
"ENSMUSG00000022759.13",0,1,2,4,18,12,0,11,9,1,6,11
"ENSMUSG00000022760.15",773,1366,1019,846,819,847,777,1041,1432,1117,1057,1654
"ENSMUSG00000022761.10",1798,1881,1556,924,1112,1300,1843,1396,1623,1185,2117,2230
"ENSMUSG00000022762.17",45,62,38,42,78,84,96,47,95,46,62,106
"ENSMUSG00000022763.16",42,37,28,44,10,37,69,15,46,16,59,38
"ENSMUSG00000022765.8",493,718,629,517,601,525,694,724,763,407,811,1032
"ENSMUSG00000022766.12",1,4,2,0,0,0,0,0,0,5,0,12
"ENSMUSG00000022768.15",14,16,16,16,25,17,39,37,10,3,26,38
"ENSMUSG00000022769.7",329,454,201,359,257,323,565,1025,1347,428,870,1011
"ENSMUSG00000022770.16",735,786,545,221,268,306,415,303,299,471,383,398
"ENSMUSG00000022771.15",1525,3932,3448,1236,1569,1597,1064,1780,2407,2261,1771,2376
"ENSMUSG00000022772.11",268,255,136,128,98,117,216,178,193,153,224,303
"ENSMUSG00000022773.16",498,422,449,615,669,442,1057,757,675,394,883,890
"ENSMUSG00000022774.12",3805,7921,6991,5789,6533,6145,5569,7248,8178,4687,6606,8896
"ENSMUSG00000022779.14",472,775,673,338,370,490,357,424,555,529,582,736
"ENSMUSG00000022780.5",605,970,544,53,191,371,72,109,111,406,163,232
"ENSMUSG00000022781.8",1775,2423,1748,1408,1410,1516,2158,1892,1906,1303,1867,2506
"ENSMUSG00000022783.11",15,29,13,53,59,96,62,149,72,25,81,165
"ENSMUSG00000022787.10",311,510,506,398,565,442,414,479,527,370,454,450
"ENSMUSG00000022788.16",177,188,202,274,277,372,488,471,377,138,405,459
"ENSMUSG00000022789.14",2170,2672,2233,1390,1965,2172,2213,2254,1904,1566,2148,2480
"ENSMUSG00000022790.14",59,100,88,76,97,81,139,154,206,63,149,130
"ENSMUSG00000022791.16",364,157,163,135,134,157,345,163,173,157,296,271
"ENSMUSG00000022792.16",115,142,146,149,208,156,229,156,169,122,145,179
