"ly13a","ly13b","ly16a","ly16b","ly18a","ly18b","ly20","ly7"
"ENSMUSG00000002343.11",804,763,715,834,928,588,809,1213
"ENSMUSG00000002345.17",3206,1666,2665,2222,3081,2157,2739,3571
"ENSMUSG00000002346.16",48,58,53,54,39,37,37,87
"ENSMUSG00000002365.9",467,472,463,493,399,324,485,501
"ENSMUSG00000002372.8",910,817,1133,1112,1306,735,1273,1700
"ENSMUSG00000002379.6",11966,6129,8872,8390,11191,9909,13005,12870
"ENSMUSG00000002384.2",22,17,3,17,24,6,6,32
"ENSMUSG00000002393.14",149,87,551,169,212,169,513,308
"ENSMUSG00000002395.14",4743,2893,2995,3793,4570,3347,3437,5558
"ENSMUSG00000002396.8",45,23,99,53,54,26,59,71
"ENSMUSG00000002409.18",60,42,116,116,144,59,150,187
"ENSMUSG00000002413.15",355,923,679,1080,768,343,778,1344
"ENSMUSG00000002416.13",535,577,904,827,890,695,782,1094
"ENSMUSG00000002428.12",868,725,801,562,595,433,649,673
"ENSMUSG00000002455.14",1079,1222,1088,939,1201,824,1314,1122
"ENSMUSG00000002458.13",1274,1121,849,1460,1661,1013,1091,2035
"ENSMUSG00000002459.17",60,51,102,140,113,78,80,123
"ENSMUSG00000002475.15",0,4,5,8,10,1,6,6
"ENSMUSG00000002477.4",13504,8381,14421,11778,13856,10919,12096,12390
"ENSMUSG00000002486.15",387,412,591,409,435,304,550,602
"ENSMUSG00000002489.15",221,245,428,287,188,145,352,286
"ENSMUSG00000002496.9",644,747,971,693,668,515,1085,1046
"ENSMUSG00000002500.15",0,0,0,2,0,0,1,0
"ENSMUSG00000002504.14",260,182,235,215,148,134,219,312
"ENSMUSG00000002524.15",5714,6889,6426,8258,10193,5393,8447,10058
"ENSMUSG00000002546.16",468,518,562,408,440,330,649,640
"ENSMUSG00000002550.16",655,493,1189,1095,1380,619,1725,1843
"ENSMUSG00000002565.16",423,832,178,307,146,85,134,215
"ENSMUSG00000002578.15",264,291,311,306,339,249,389,605
"ENSMUSG00000002580.7",2784,1878,2500,2505,3165,2316,2570,3238
"ENSMUSG00000002588.12",0,0,0,2,0,0,0,0
"ENSMUSG00000002602.16",177,239,230,198,144,117,159,250
"ENSMUSG00000002603.15",12,5,21,11,1,6,5,5
"ENSMUSG00000002608.8",565,765,870,813,1173,577,1158,1557
"ENSMUSG00000002617.14",245,185,334,313,268,226,246,392
"ENSMUSG00000002625.9",521,431,479,552,509,445,435,651
"ENSMUSG00000002633.4",42,60,116,68,30,54,62,69
"ENSMUSG00000002635.11",384,666,837,956,1188,684,948,1185
"ENSMUSG00000002658.9",1664,1268,1920,1551,1848,1261,1921,2009
"ENSMUSG00000002660.7",5399,3459,3471,4099,5580,3734,5271,6639
"ENSMUSG00000002661.14",870,663,1061,990,1320,752,1103,1277
"ENSMUSG00000002664.2",4,9,13,13,13,9,22,8
"ENSMUSG00000002668.7",387,433,604,410,414,295,372,695
"ENSMUSG00000002679.14",1684,1271,1312,1413,1470,1139,1178,1618
"ENSMUSG00000002688.7",310,297,218,317,342,251,287,489
"ENSMUSG00000002699.13",29,21,2,15,18,22,18,16
"ENSMUSG00000002718.14",968,1724,883,1382,1435,660,837,1302
"ENSMUSG00000002728.14",4615,3646,2989,4591,4683,3521,3269,4863
"ENSMUSG00000002731.6",2661,2358,1989,2830,2771,2030,2082,3297
"ENSMUSG00000002732.14",345,248,130,216,218,133,102,183
"ENSMUSG00000002733.8",274,260,473,428,277,208,407,394
"ENSMUSG00000002741.9",4505,3759,4153,4207,4195,2022,4077,4953
"ENSMUSG00000002748.7",1804,1682,2641,1468,1418,1145,1954,1968
"ENSMUSG00000002763.16",509,416,986,595,484,371,977,803
"ENSMUSG00000002767.13",2077,1631,2006,2508,3320,1825,2988,3814
"ENSMUSG00000002768.7",7888,4623,6167,5782,7851,6264,7948,8584
"ENSMUSG00000002769.8",30,14,41,58,56,16,24,62
"ENSMUSG00000002771.12",17,25,37,28,18,20,43,20
"ENSMUSG00000002778.14",1022,991,1359,833,727,508,732,1094
"ENSMUSG00000002781.19",85,91,49,72,58,68,78,120
"ENSMUSG00000002791.16",3,9,5,13,23,5,5,10
"ENSMUSG00000002797.9",403,234,258,269,307,313,309,342
"ENSMUSG00000002799.5",28,44,92,67,81,24,47,73
"ENSMUSG00000002803.13",233,193,582,210,293,214,537,437
"ENSMUSG00000002804.3",1980,1390,1590,1629,2444,1526,2275,2778
"ENSMUSG00000002808.6",56,104,94,67,62,43,43,89
"ENSMUSG00000002812.4",740,702,1081,618,803,487,881,1030
"ENSMUSG00000002814.15",138,202,204,253,247,135,270,323
"ENSMUSG00000002820.5",169,141,241,259,362,139,375,376
"ENSMUSG00000002825.6",1541,1236,1186,1386,1756,1073,1850,1918
"ENSMUSG00000002831.13",0,1,0,1,0,6,0,1
"ENSMUSG00000002833.10",1189,838,1058,1073,1471,869,1114,1789
"ENSMUSG00000002835.8",255,172,262,250,327,170,287,263
"ENSMUSG00000002844.8",1891,1955,1746,2001,2350,1559,2161,2793
"ENSMUSG00000002845.14",472,536,313,544,542,310,316,716
"ENSMUSG00000002846.9",342,633,578,890,740,406,894,979
"ENSMUSG00000002847.6",10,4,25,7,4,18,4,4
"ENSMUSG00000002870.8",1457,1735,1527,1399,1717,848,1536,1896
"ENSMUSG00000002871.14",263,424,304,357,488,245,307,536
"ENSMUSG00000002881.14",361,324,876,613,388,395,718,534
"ENSMUSG00000002885.14",25,30,26,25,12,21,8,32
"ENSMUSG00000002897.5",19,34,41,10,14,14,28,37
"ENSMUSG00000002900.15",849,1063,476,541,515,394,426,651
"ENSMUSG00000002908.16",39,85,131,48,46,36,80,75
"ENSMUSG00000002910.11",44,48,30,45,49,22,51,76
"ENSMUSG00000002930.6",1221,1221,2026,3140,1874,1338,1781,2205
"ENSMUSG00000002944.15",4,9,8,17,1,1,1,7
"ENSMUSG00000002948.19",773,622,1638,809,957,678,1421,1172
"ENSMUSG00000002949.15",1355,1130,1273,1414,1901,1086,1481,1966
"ENSMUSG00000002957.11",1753,2103,2442,2487,2396,1568,4167,3635
"ENSMUSG00000002963.17",506,429,370,409,563,277,480,485
"ENSMUSG00000002968.8",493,604,951,805,1002,408,1108,1297
"ENSMUSG00000002980.14",36,33,67,67,90,28,37,117
"ENSMUSG00000002981.10",132,195,226,348,306,115,306,397
"ENSMUSG00000002983.17",47,47,51,42,31,21,40,72
"ENSMUSG00000002984.17",364,177,526,301,336,272,447,460
"ENSMUSG00000002985.16",50,48,58,107,141,23,100,125
"ENSMUSG00000002992.17",0,0,0,0,0,0,0,0
"ENSMUSG00000002996.17",2561,3786,2310,3601,4379,2371,3136,4703
"ENSMUSG00000002997.15",1310,1445,2459,1928,1327,1256,2189,2358
"ENSMUSG00000003031.14",1201,786,2160,1148,1479,931,2109,1581
"ENSMUSG00000003032.8",242,225,302,218,191,150,143,253
"ENSMUSG00000003033.15",2357,3652,2315,3100,3561,2208,3305,4433
"ENSMUSG00000003037.16",5424,4616,3975,5527,6670,4036,5715,7685
"ENSMUSG00000003038.15",51062,43636,30431,53489,69729,42944,38555,59044
"ENSMUSG00000003039.9",5941,5319,6926,7722,8587,5353,7635,10372
"ENSMUSG00000003051.13",100,100,92,80,109,97,123,160
"ENSMUSG00000003053.17",0,0,0,0,0,0,0,0
"ENSMUSG00000003062.12",1994,1785,1865,3356,2322,1589,1539,2517
"ENSMUSG00000003068.15",1036,813,2142,1005,1118,946,2273,1545
"ENSMUSG00000003070.6",136,104,316,226,238,125,269,179
"ENSMUSG00000003072.15",2466,3848,5740,5436,7917,4386,7732,9850
"ENSMUSG00000003099.11",975,1326,1468,1596,1825,893,1665,2341
"ENSMUSG00000003119.14",321,380,514,449,388,271,443,517
"ENSMUSG00000003123.15",55,67,73,109,78,44,121,115
"ENSMUSG00000003131.6",3366,4242,6415,6362,5863,3502,6191,8170
"ENSMUSG00000003134.10",755,565,1480,932,870,618,2054,1291
"ENSMUSG00000003135.15",363,254,567,349,309,359,431,472
"ENSMUSG00000003153.10",28,46,24,56,57,12,69,56
"ENSMUSG00000003154.15",202,195,448,222,238,173,432,320
"ENSMUSG00000003161.15",5654,4588,4085,5528,6237,3945,4710,6434
"ENSMUSG00000003166.19",686,847,1061,737,873,562,1157,923
"ENSMUSG00000003184.15",312,361,463,302,409,279,497,521
"ENSMUSG00000003190.12",438,300,401,442,628,337,455,555
"ENSMUSG00000003198.9",398,561,293,661,578,348,290,544
"ENSMUSG00000003199.16",1701,1055,2768,1529,1931,1409,3082,2599
"ENSMUSG00000003200.9",962,1123,960,1421,1436,715,1297,1873
"ENSMUSG00000003206.6",150,79,99,89,121,115,115,149
"ENSMUSG00000003208.8",314,285,220,362,555,273,460,639
"ENSMUSG00000003226.6",475,791,567,412,305,236,386,445
"ENSMUSG00000003227.4",1,4,0,0,1,2,3,2
"ENSMUSG00000003228.8",136,136,195,206,117,67,193,109
"ENSMUSG00000003233.11",293,584,476,990,973,429,818,1304
"ENSMUSG00000003234.15",940,1202,692,1178,1289,783,964,1536
"ENSMUSG00000003235.12",1466,1375,1987,1389,1572,1250,2268,1983
"ENSMUSG00000003269.16",1827,1200,3139,1841,1747,1827,3150,2720
"ENSMUSG00000003271.17",59,22,53,33,44,37,52,62
"ENSMUSG00000003273.14",71,48,116,116,125,70,73,164
"ENSMUSG00000003279.16",130,145,174,169,153,101,187,273
"ENSMUSG00000003282.9",74,115,104,202,159,52,133,167
"ENSMUSG00000003283.13",9,1,9,8,7,0,6,5
"ENSMUSG00000003299.9",3017,2562,2506,3060,4177,2335,3409,4488
"ENSMUSG00000003308.14",805,974,1446,1233,1211,733,1578,1709
"ENSMUSG00000003309.13",2853,2736,2015,2957,4494,2239,3684,3683
"ENSMUSG00000003316.14",1703,1804,1377,1190,1023,603,1139,1174
"ENSMUSG00000003341.8",60,56,61,122,83,56,74,161
"ENSMUSG00000003344.14",1572,1249,2649,1487,1789,1331,2920,2665
"ENSMUSG00000003345.15",715,514,1711,891,1053,573,1468,1265
"ENSMUSG00000003346.14",515,336,1412,595,706,401,1260,912
"ENSMUSG00000003348.9",146,235,86,235,243,99,213,371
"ENSMUSG00000003352.13",2315,2186,4595,3541,3715,2382,5297,5589
"ENSMUSG00000003354.5",87,119,47,114,92,37,65,111
"ENSMUSG00000003355.6",423,221,266,224,330,201,248,239
"ENSMUSG00000003360.14",395,321,455,289,304,287,355,421
"ENSMUSG00000003363.15",938,1115,787,952,1038,659,1158,1313
"ENSMUSG00000003378.9",110,46,234,124,113,85,184,139
"ENSMUSG00000003379.7",4,3,0,2,0,1,2,9
"ENSMUSG00000003380.11",1303,873,1386,1210,1231,897,1153,1494
"ENSMUSG00000003382.18",178,201,252,206,215,168,307,295
"ENSMUSG00000003402.13",518,534,688,553,584,425,566,677
"ENSMUSG00000003410.7",7259,6170,10116,7913,6904,5614,10695,12153
"ENSMUSG00000003411.10",1120,906,1085,1249,1173,989,1352,1796
"ENSMUSG00000003418.11",0,3,1,0,1,0,6,0
"ENSMUSG00000003420.8",292,434,180,207,145,77,149,224
"ENSMUSG00000003421.13",2259,1783,2059,2236,2679,1816,2944,3222
"ENSMUSG00000003423.15",1736,1419,1764,1892,2574,1687,2304,3001
"ENSMUSG00000003429.11",43047,22323,37059,29059,34636,27203,29945,39687
"ENSMUSG00000003435.9",1440,1998,1671,1649,2180,1330,2325,2492
"ENSMUSG00000003436.11",5,8,11,4,10,12,23,20
"ENSMUSG00000003437.14",857,885,1199,980,1248,699,1133,1173
"ENSMUSG00000003438.17",679,461,876,1141,1281,488,1361,1609
"ENSMUSG00000003444.8",1839,1438,1929,2060,2810,1950,2966,3016
"ENSMUSG00000003452.15",453,491,886,699,582,522,790,802
"ENSMUSG00000003458.12",780,1324,812,1246,1542,812,1120,1718
"ENSMUSG00000003464.13",3415,4712,3447,4354,7020,3974,5611,6539
"ENSMUSG00000003469.9",10,3,39,57,17,3,14,26
"ENSMUSG00000003476.16",0,0,0,0,0,0,0,0
"ENSMUSG00000003477.5",0,0,0,0,0,2,0,4
"ENSMUSG00000003484.4",3,0,0,0,1,0,0,0
"ENSMUSG00000003500.13",299,347,641,425,445,304,676,725
"ENSMUSG00000003505.15",0,0,0,0,2,0,0,0
"ENSMUSG00000003518.13",384,1384,774,2178,1724,655,1820,2352
"ENSMUSG00000003526.11",83,121,71,125,124,66,99,146
"ENSMUSG00000003527.8",774,892,827,1004,1155,726,1101,1462
"ENSMUSG00000003528.14",590,400,870,500,709,466,915,912
"ENSMUSG00000003531.14",825,1248,2225,1904,2417,1386,2360,2668
"ENSMUSG00000003534.17",390,413,917,416,464,289,746,567
"ENSMUSG00000003541.6",152,92,100,145,164,107,61,179
"ENSMUSG00000003545.3",0,6,0,0,1,1,2,4
"ENSMUSG00000003546.9",408,392,609,454,561,367,569,669
"ENSMUSG00000003549.9",2028,1599,1667,1966,2789,1810,2461,2883
"ENSMUSG00000003555.7",0,0,0,0,0,0,0,0
"ENSMUSG00000003559.7",926,934,592,1009,1111,666,685,1197
"ENSMUSG00000003573.15",208,144,322,313,233,171,316,369
"ENSMUSG00000003575.13",306,422,600,443,560,302,668,948
"ENSMUSG00000003581.14",93,91,137,86,100,71,113,106
"ENSMUSG00000003585.13",52,73,92,73,72,46,83,117
"ENSMUSG00000003604.14",344,209,377,290,287,238,453,486
"ENSMUSG00000003617.16",11,18,12,13,0,0,6,3
"ENSMUSG00000003623.4",649,898,419,726,718,419,487,704
"ENSMUSG00000003644.17",1111,726,1422,857,1216,824,1911,1668
"ENSMUSG00000003657.9",68,64,28,92,59,72,53,77
"ENSMUSG00000003660.10",2362,2758,1638,1500,1614,1105,1628,2170
"ENSMUSG00000003662.10",1089,937,772,820,944,659,930,1183
"ENSMUSG00000003665.6",2,3,0,0,1,5,1,0
"ENSMUSG00000003680.15",841,536,584,664,821,570,630,759
"ENSMUSG00000003721.14",655,642,549,823,793,545,603,850
"ENSMUSG00000003731.13",371,413,630,510,408,296,635,559
"ENSMUSG00000003746.15",200,245,178,105,81,102,119,144
"ENSMUSG00000003752.9",27,33,23,29,31,25,37,62
"ENSMUSG00000003762.13",131,125,180,156,177,115,204,280
"ENSMUSG00000003778.14",1652,2205,1695,2259,1991,1184,1728,2375
"ENSMUSG00000003779.15",264,669,157,590,658,181,305,507
"ENSMUSG00000003808.18",1027,1075,1431,1173,1385,895,1694,1449
"ENSMUSG00000003809.14",836,774,747,909,969,624,830,970
"ENSMUSG00000003810.12",680,734,1030,825,829,538,1303,1227
"ENSMUSG00000003812.13",521,304,444,410,539,506,555,569
"ENSMUSG00000003813.15",1814,1161,663,1536,1945,1351,1600,2476
"ENSMUSG00000003814.8",5959,6381,5903,5473,6515,3980,5355,5638
"ENSMUSG00000003824.12",1009,634,714,797,1181,546,602,781
"ENSMUSG00000003847.16",280,368,588,338,289,155,336,432
"ENSMUSG00000003848.14",1936,1980,1451,1920,2343,1438,1526,2544
"ENSMUSG00000003849.8",285,267,76,103,63,50,86,153
"ENSMUSG00000003863.18",133,104,157,164,248,100,227,334
"ENSMUSG00000003865.16",480,698,645,514,865,490,809,864
"ENSMUSG00000003868.14",2704,2438,3024,3068,3959,2168,4316,4369
"ENSMUSG00000003872.9",11,6,6,7,12,4,17,15
"ENSMUSG00000003873.11",4241,3232,5460,5260,6163,3935,6059,6255
"ENSMUSG00000003882.4",3,0,0,0,0,0,0,0
"ENSMUSG00000003923.14",1850,1616,1732,2083,2157,1302,1715,2402
"ENSMUSG00000003929.10",476,655,865,848,731,561,702,911
"ENSMUSG00000003934.5",485,360,707,334,435,284,619,673
"ENSMUSG00000003948.17",365,328,1047,617,426,371,514,466
"ENSMUSG00000003949.16",87,112,155,95,88,79,67,84
"ENSMUSG00000003955.7",2340,1317,2458,2131,2777,1667,3100,2996
"ENSMUSG00000003970.8",54417,30372,38013,38652,48787,33776,40956,58724
"ENSMUSG00000003974.6",3,0,0,0,1,0,0,0
"ENSMUSG00000003992.14",2233,2523,1314,2661,2858,1702,1784,3244
"ENSMUSG00000004018.9",1315,914,962,1133,1440,1055,865,1487
"ENSMUSG00000004031.13",31,29,79,18,43,35,76,63
"ENSMUSG00000004032.10",6878,4685,5295,5777,5604,4791,5095,6193
"ENSMUSG00000004035.12",1382,984,842,1223,1515,1222,1110,1805
"ENSMUSG00000004038.9",218,187,178,210,219,186,213,246
"ENSMUSG00000004040.16",541,455,600,491,525,394,577,771
"ENSMUSG00000004043.14",46,69,29,58,16,9,28,33
"ENSMUSG00000004044.9",485,2080,534,859,600,479,811,1031
"ENSMUSG00000004054.8",123,117,423,178,302,146,469,380
"ENSMUSG00000004056.15",1621,2148,3628,2651,3273,1714,4409,4269
"ENSMUSG00000004069.16",871,1064,1266,1332,1320,796,1581,1890
"ENSMUSG00000004070.15",3529,2512,2194,3331,3650,2443,2936,3833
"ENSMUSG00000004071.12",2806,3209,2462,3185,3543,2236,3290,4765
"ENSMUSG00000004085.14",1096,1016,1309,1237,1138,576,1046,1406
"ENSMUSG00000004096.8",9070,5591,6371,7832,8953,6543,6411,7246
"ENSMUSG00000004098.7",13,25,16,10,1,1,9,18
"ENSMUSG00000004099.15",1952,2151,1715,1508,1598,969,1724,1950
"ENSMUSG00000004100.11",245,262,398,371,450,183,332,564
"ENSMUSG00000004105.8",189,234,151,187,125,97,152,266
"ENSMUSG00000004110.15",198,206,309,286,193,119,279,262
"ENSMUSG00000004113.18",168,130,264,253,268,110,286,233
"ENSMUSG00000004127.12",388,411,431,389,584,348,337,539
"ENSMUSG00000004151.16",768,631,898,619,1080,394,840,451
"ENSMUSG00000004187.10",31,51,98,71,79,42,127,92
"ENSMUSG00000004207.14",2087,2129,1924,1728,1627,1220,1582,2446
"ENSMUSG00000004221.16",449,877,894,994,1204,497,948,1329
"ENSMUSG00000004231.15",54,43,71,62,67,50,73,75
"ENSMUSG00000004233.14",301,382,329,404,356,241,357,536
"ENSMUSG00000004263.15",260,172,449,253,295,202,356,332
"ENSMUSG00000004264.17",1583,1258,2506,2652,3170,1163,2972,3283
"ENSMUSG00000004266.15",179,159,140,149,181,97,191,206
"ENSMUSG00000004267.16",307,432,358,380,458,357,433,837
"ENSMUSG00000004268.11",7837,4698,5263,6295,8387,5297,5716,7890
"ENSMUSG00000004270.13",263,253,181,237,311,165,169,370
"ENSMUSG00000004285.12",15640,8635,11347,11447,15714,12614,14365,16983
"ENSMUSG00000004296.14",0,0,0,0,0,0,2,0
"ENSMUSG00000004317.14",512,677,776,602,469,296,488,583
"ENSMUSG00000004319.15",644,677,1157,889,749,524,967,871
"ENSMUSG00000004328.15",247,394,369,360,467,206,494,506
"ENSMUSG00000004341.7",17,2,0,15,13,1,8,3
"ENSMUSG00000004344.11",0,0,0,0,0,0,0,0
"ENSMUSG00000004347.16",154,193,217,165,127,136,270,260
"ENSMUSG00000004356.7",284,497,213,151,197,108,184,163
"ENSMUSG00000004359.16",0,0,0,0,0,0,0,0
"ENSMUSG00000004360.8",334,614,722,948,476,355,669,978
"ENSMUSG00000004364.14",2133,2118,3211,2404,2088,1714,2855,2839
"ENSMUSG00000004366.3",4,0,0,0,4,0,0,1
"ENSMUSG00000004371.14",14,11,26,25,19,12,12,12
"ENSMUSG00000004383.18",232,284,280,274,192,138,220,281
"ENSMUSG00000004393.10",1247,1675,1151,1868,2158,1258,1895,2445
"ENSMUSG00000004394.12",1663,1681,1055,1977,2129,1151,1383,2035
"ENSMUSG00000004415.15",542,443,772,495,370,284,587,582
"ENSMUSG00000004446.12",1005,909,717,879,1260,858,1058,1393
"ENSMUSG00000004451.14",1192,1651,2052,2219,2252,1214,2011,2543
"ENSMUSG00000004455.16",3488,2627,7549,4365,4140,3109,6226,5665
"ENSMUSG00000004460.16",758,781,841,930,883,584,785,851
"ENSMUSG00000004462.6",471,734,507,742,971,576,837,927
"ENSMUSG00000004473.10",271,231,164,231,242,253,228,410
"ENSMUSG00000004500.9",181,153,291,238,260,198,273,362
"ENSMUSG00000004508.6",529,503,976,620,582,552,955,1006
"ENSMUSG00000004530.12",653,797,1088,904,816,568,1090,1311
"ENSMUSG00000004535.12",2601,2459,3212,2673,3209,2248,3004,3301
"ENSMUSG00000004540.7",0,0,0,4,6,0,0,4
"ENSMUSG00000004542.15",0,0,1,0,1,0,0,0
"ENSMUSG00000004552.16",0,3,0,0,0,0,0,3
"ENSMUSG00000004558.14",3404,2820,2850,3011,4553,2434,4662,4627
"ENSMUSG00000004561.14",444,318,322,349,376,323,374,488
"ENSMUSG00000004562.16",522,526,647,494,532,328,482,766
"ENSMUSG00000004565.15",150,235,227,195,216,187,209,328
"ENSMUSG00000004567.16",120,110,130,165,107,91,155,188
"ENSMUSG00000004568.12",255,202,358,326,304,235,299,335
"ENSMUSG00000004591.16",572,669,955,716,638,379,706,752
"ENSMUSG00000004609.11",3,5,5,2,1,2,2,3
"ENSMUSG00000004610.4",874,562,766,607,828,608,876,835
"ENSMUSG00000004612.9",0,0,0,0,0,0,0,0
"ENSMUSG00000004613.7",0,0,0,0,0,0,0,0
"ENSMUSG00000004626.14",804,955,779,920,1321,803,1323,1339
"ENSMUSG00000004630.18",13,15,11,31,54,45,19,82
"ENSMUSG00000004631.15",505,677,361,521,449,255,334,447
"ENSMUSG00000004633.17",98,79,165,162,105,80,156,133
"ENSMUSG00000004637.15",547,652,490,602,600,384,675,902
"ENSMUSG00000004642.13",2904,3069,2110,3256,3634,2141,2172,3397
"ENSMUSG00000004651.6",3,5,1,14,0,0,1,5
"ENSMUSG00000004654.6",0,0,0,0,0,0,2,0
"ENSMUSG00000004655.5",37,54,24,34,42,24,24,76
"ENSMUSG00000004661.15",495,558,1068,829,844,434,1067,1057
"ENSMUSG00000004665.10",894,1097,688,899,600,359,456,1045
"ENSMUSG00000004667.18",9765,6396,6045,7610,11287,6725,8646,11988
"ENSMUSG00000004668.14",0,0,0,1,2,0,1,10
"ENSMUSG00000004677.16",341,323,441,308,336,214,347,485
"ENSMUSG00000004698.10",102,165,198,139,141,110,146,203
"ENSMUSG00000004707.14",0,0,0,0,0,1,0,0
"ENSMUSG00000004709.14",0,0,0,0,0,0,0,0
"ENSMUSG00000004730.14",3,0,0,0,1,2,0,4
"ENSMUSG00000004748.5",118,124,107,157,164,102,134,160
"ENSMUSG00000004768.14",326,284,494,415,342,230,407,362
"ENSMUSG00000004771.12",2863,3045,3750,6078,6325,2469,5399,7844
"ENSMUSG00000004788.11",1431,1142,1042,1210,1719,929,1350,2003
"ENSMUSG00000004789.9",1738,2125,2135,2389,2355,1410,2383,3607
"ENSMUSG00000004791.6",880,608,698,921,1327,951,881,1102
"ENSMUSG00000004798.14",1025,1273,2255,1790,1484,1023,1783,1955
"ENSMUSG00000004814.10",21,8,6,13,16,6,14,15
"ENSMUSG00000004815.12",19,15,19,14,18,9,11,43
"ENSMUSG00000004821.1",0,0,0,0,0,0,0,0
"ENSMUSG00000004837.2",26,21,15,3,21,4,14,14
"ENSMUSG00000004842.18",0,0,0,0,0,0,0,0
"ENSMUSG00000004843.6",1630,2093,1998,2271,2465,1548,1996,2899
"ENSMUSG00000004846.10",603,676,557,433,488,227,469,750
"ENSMUSG00000004849.14",3724,3585,4645,3644,4133,2712,4119,5302
"ENSMUSG00000004864.12",769,738,860,900,1352,651,1012,1274
"ENSMUSG00000004865.15",5252,8918,5655,10447,11182,5064,7978,12912
"ENSMUSG00000004872.15",1,4,0,1,2,2,3,3
"ENSMUSG00000004880.11",273,662,228,621,522,147,154,397
"ENSMUSG00000004885.5",7564,4731,5757,4837,8030,5429,7043,7621
"ENSMUSG00000004891.16",383,258,273,87,183,84,237,131
"ENSMUSG00000004892.13",8,0,4,8,3,3,4,2
"ENSMUSG00000004894.10",0,0,0,0,0,0,0,0
"ENSMUSG00000004895.9",810,562,1091,908,886,654,1026,1096
"ENSMUSG00000004896.16",190,172,176,305,205,184,249,350
"ENSMUSG00000004897.16",6427,4951,7791,6404,7284,5457,8779,10448
"ENSMUSG00000004902.7",31,17,15,30,62,25,31,37
"ENSMUSG00000004929.12",175,276,467,400,464,213,459,516
"ENSMUSG00000004931.10",147,171,342,305,370,120,339,435
"ENSMUSG00000004933.17",65,113,210,124,290,91,255,263
"ENSMUSG00000004934.13",101,172,314,399,526,70,452,682
"ENSMUSG00000004936.8",2053,1539,2317,2192,2835,1404,2421,2715
"ENSMUSG00000004937.5",2461,2308,2725,2947,3863,2258,4453,4649
"ENSMUSG00000004939.6",6,1,3,4,0,4,2,0
"ENSMUSG00000004945.15",9647,5820,6985,8070,8762,6562,6310,9686
"ENSMUSG00000004947.15",203,217,373,243,276,151,375,404
"ENSMUSG00000004948.12",7,5,0,1,4,4,2,0
"ENSMUSG00000004951.10",12,10,15,12,11,3,13,19
"ENSMUSG00000004952.13",85,90,80,89,95,55,100,156
"ENSMUSG00000004961.7",352,284,353,579,476,280,354,759
"ENSMUSG00000004980.16",39096,31733,30205,37929,45192,30635,39413,35329
"ENSMUSG00000004988.9",2,1,1,0,0,1,2,1
"ENSMUSG00000004994.12",286,260,284,455,448,285,378,429
"ENSMUSG00000004996.9",175,110,198,127,199,137,230,332
"ENSMUSG00000005034.15",1439,1878,2597,2134,1799,1350,2499,2751
"ENSMUSG00000005043.13",31,47,45,28,49,24,48,48
"ENSMUSG00000005045.16",72,42,135,92,91,63,161,125
"ENSMUSG00000005054.6",6097,3239,4088,4188,5557,4293,4199,5465
"ENSMUSG00000005057.13",126,118,237,143,161,106,280,314
"ENSMUSG00000005069.12",503,474,766,536,739,431,789,721
"ENSMUSG00000005078.16",1066,1078,1137,1534,1438,897,990,1371
"ENSMUSG00000005087.17",29,43,48,58,26,20,12,37
"ENSMUSG00000005089.15",172,137,149,111,94,52,108,76
"ENSMUSG00000005102.13",202,248,332,342,320,212,327,368
"ENSMUSG00000005103.12",3062,4191,3435,3497,3971,2499,4434,5424
"ENSMUSG00000005107.13",10,4,6,1,0,1,3,0
"ENSMUSG00000005124.9",188,277,278,302,101,110,107,163
"ENSMUSG00000005125.12",70,109,116,102,130,103,114,217
"ENSMUSG00000005131.3",43,4,9,18,16,19,9,28
"ENSMUSG00000005142.10",207,224,237,151,161,129,257,248
"ENSMUSG00000005148.7",105,87,112,57,82,70,99,103
"ENSMUSG00000005150.16",1677,1229,1083,1547,2038,1400,1487,2259
"ENSMUSG00000005161.15",58638,36350,40987,44853,57444,40525,48574,60556
"ENSMUSG00000005198.15",1287,1373,805,728,835,526,1013,1246
